Acc1_LR_UCIHAR,Acc2_LDA_UCIHAR,Acc3_KNN_UCIHAR,Acc4_DTC_UCIHAR,Acc5_GNB_UCIHAR,Acc6_SVM_UCIHAR,Acc7_RF_UCIHAR,Acc8_XG_UCIHAR
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
